municipio,SAFRA,REGIAO,Solo,Altitude (m),Tmax (°C),Tmin (°C),Tmed (°C),UR (%),U2 (m/s),RS (MJ/m²d),Chuva (mm),NDVI,AREA TOTAL,PRODUCAO,YIELD_SC_HA
Mato Rico,21/22,Norte,Neossolo Litólico eutrófico,700.0,29.368160377358492,17.974103773584908,23.292830188679243,70.61797169811321,0.27693396226415096,21.57504716981132,886.77,0.7284579009433962,13000.0,28600.0,36.67
Mato Rico,22/23,Sul,Neossolo Litólico eutrófico,700.0,25.756839622641508,16.624103773584906,20.90259433962264,81.57330188679245,0.26811320754716983,19.905424528301886,1092.37,0.7880834905660378,13800.0,48300.0,58.33
Mato Rico,23/24,Sul,Neossolo Litólico eutrófico,700.0,28.70492957746479,18.848356807511735,23.44023474178404,78.08849765258215,0.25821596244131456,19.94906103286385,1074.68,0.7770385758998435,13900.0,46565.0,55.83
Mato Rico,99/00,Sul,Neossolo Litólico eutrófico,700.0,26.826166666666666,18.011833333333335,22.121,82.38066666666667,0.2558333333333333,20.509666666666664,314.48,0.80904,1500.0,3720.0,41.33
Moreira Sales,00/01,Centro-oeste,Argissolo Vermelho distrófico,560.0,28.946745283018867,18.968632075471696,23.782877358490566,79.46773584905661,1.7712264150943395,20.370754716981132,1272.89,0.617375,3000.0,8553.0,47.52
Moreira Sales,01/02,Centro-oeste,Argissolo Vermelho distrófico,560.0,30.191273584905662,18.644669811320757,24.131650943396227,73.2831603773585,1.996367924528302,21.54679245283019,915.87,0.6287646226415095,6300.0,18742.5,49.58
Moreira Sales,02/03,Centro-oeste,Argissolo Vermelho distrófico,560.0,29.87509433962264,19.323254716981133,24.26646226415094,77.70985849056605,2.000801886792453,20.32358490566038,1133.6200000000001,0.5892925314465409,10250.0,27951.75,45.45
Moreira Sales,03/04,Centro-oeste,Argissolo Vermelho distrófico,560.0,31.10164319248826,18.314976525821596,24.38830985915493,68.62751173708921,2.0208450704225354,22.64370892018779,916.62,0.5584860328638498,14000.0,32970.0,39.25
Moreira Sales,04/05,Centro-oeste,Argissolo Vermelho distrófico,560.0,30.45245283018868,18.692169811320753,24.308679245283017,72.74033018867925,1.919575471698113,21.360660377358492,892.5699999999999,0.5488316037735849,15500.0,32550.0,35.0
Moreira Sales,05/06,Centro-oeste,Argissolo Vermelho distrófico,560.0,29.47056603773585,18.755235849056604,23.88570754716981,76.51457547169811,1.880188679245283,20.600849056603774,1161.09,0.5875905660377359,15000.0,37200.0,41.33
Moreira Sales,06/07,Centro-oeste,Argissolo Vermelho distrófico,560.0,29.775754716981133,19.574150943396226,24.44070754716981,76.46000000000001,1.8861792452830188,20.199198113207544,1143.21,0.6241704009433963,14000.0,42000.0,50.0
Moreira Sales,07/08,Centro-oeste,Argissolo Vermelho distrófico,560.0,31.72474178403756,19.35732394366197,25.202863849765258,67.58366197183098,2.074319248826291,21.112112676056338,833.15,0.555056103286385,14000.0,37520.0,44.67
Moreira Sales,08/09,Centro-oeste,Argissolo Vermelho distrófico,560.0,30.218726415094338,18.65301886792453,24.162075471698113,72.25344339622642,1.8800000000000001,21.808396226415095,823.71,0.5214852594339623,15300.0,37109.5,40.42
Moreira Sales,09/10,Centro-oeste,Argissolo Vermelho distrófico,560.0,28.95174528301887,19.816226415094338,24.186839622641507,82.74962264150943,1.9794811320754715,19.61169811320755,1261.24,0.5349822327044025,12300.0,39021.0,52.87
Moreira Sales,10/11,Centro-oeste,Argissolo Vermelho distrófico,560.0,29.090660377358493,18.646603773584907,23.614528301886793,77.13174528301887,1.9795283018867926,19.934622641509435,1224.38,0.6362873820754716,12000.0,39264.0,54.53
Moreira Sales,11/12,Centro-oeste,Argissolo Vermelho distrófico,560.0,31.174600938967135,18.2681220657277,24.475399061032864,67.05037558685446,2.014413145539906,22.70417840375587,722.67,0.5319716744913928,13000.0,30615.0,39.25
Moreira Sales,12/13,Centro-oeste,Argissolo Vermelho distrófico,560.0,31.795283018867927,19.856698113207546,25.45443396226415,68.75438679245283,2.0766509433962264,21.032688679245286,876.88,0.580498466981132,13116.0,41858.8,53.19
Moreira Sales,13/14,Centro-oeste,Argissolo Vermelho distrófico,560.0,30.249481132075474,18.88254716981132,24.26570754716981,73.65400943396226,2.1311320754716983,21.506886792452832,935.37,0.5501156839622642,13100.0,43636.0,55.52
Moreira Sales,14/15,Centro-oeste,Argissolo Vermelho distrófico,560.0,29.95117924528302,19.759622641509434,24.531037735849058,76.90594339622642,1.9725000000000001,20.91198113207547,919.27,0.5426373820754717,13200.0,40560.0,51.21
Moreira Sales,15/16,Centro-oeste,Argissolo Vermelho distrófico,560.0,29.189953051643194,20.029765258215964,24.30417840375587,82.28417840375586,1.9311737089201877,18.35863849765258,1568.15,0.6409614632237871,13500.0,38288.3,47.27
Moreira Sales,16/17,Centro-oeste,Argissolo Vermelho distrófico,560.0,28.65103773584906,18.35834905660377,23.32146226415094,79.04943396226415,1.8885849056603774,21.54995283018868,1046.52,0.5743451650943396,13000.0,45123.0,57.85
Moreira Sales,17/18,Centro-oeste,Argissolo Vermelho distrófico,560.0,29.684905660377357,19.236603773584903,24.185943396226417,77.45278301886793,1.985188679245283,20.12198113207547,1346.72,0.6071048349056604,12200.0,40260.0,55.0
Moreira Sales,18/19,Centro-oeste,Argissolo Vermelho distrófico,560.0,29.99872641509434,19.702688679245284,24.64183962264151,76.94438679245283,1.8775943396226416,20.210754716981132,1168.7,0.6059557389937107,13000.0,33839.0,43.38
Moreira Sales,19/20,Centro-oeste,Argissolo Vermelho distrófico,560.0,32.64544600938967,20.126713615023473,26.02042253521127,66.43272300469484,2.0188732394366196,21.4881220657277,834.68,0.5887092723004695,13100.0,40610.0,51.67
Moreira Sales,20/21,Centro-oeste,Argissolo Vermelho distrófico,560.0,31.498443396226417,19.64235849056604,25.25306603773585,70.25825471698113,1.8766981132075473,21.035896226415094,1014.05,0.543405070754717,13100.0,40610.0,51.67
Moreira Sales,21/22,Centro-oeste,Argissolo Vermelho distrófico,560.0,32.86735849056604,20.102311320754715,26.19070754716981,64.16966981132074,2.035141509433962,21.992311320754716,963.61,0.45978176100628937,14000.0,13300.0,15.83
Moreira Sales,22/23,Centro-oeste,Argissolo Vermelho distrófico,560.0,28.45933962264151,18.163254716981132,23.09481132075472,78.72863207547171,1.9058490566037736,20.407500000000002,1277.79,0.6063469339622641,14000.0,57260.0,68.17
Moreira Sales,23/24,Centro-oeste,Argissolo Vermelho distrófico,560.0,32.763849765258215,20.968028169014083,26.544413145539906,69.98164319248826,2.061737089201878,20.19093896713615,990.93,0.5525671752738655,14000.0,30100.0,35.83
Moreira Sales,99/00,Centro-oeste,Argissolo Vermelho distrófico,560.0,29.649833333333333,19.983166666666666,24.550666666666665,79.19583333333334,1.7198333333333333,21.052000000000003,365.11,0.7702433333333333,2200.0,5456.0,41.33
Nova Esperança do Sudoeste,00/01,Sudoeste,Cambissolo Háplico eutrófico,650.0,26.95198113207547,16.64018867924528,21.464198113207548,83.3657075471698,0.09358490566037736,20.15985849056604,1456.68,0.7149676886792453,350.0,1120.0,53.33
Nova Esperança do Sudoeste,01/02,Sudoeste,Cambissolo Háplico eutrófico,650.0,27.063537735849057,15.946698113207546,21.143396226415092,80.9747641509434,0.08617924528301886,21.133820754716982,1061.57,0.752535141509434,1000.0,2500.0,41.67
Nova Esperança do Sudoeste,02/03,Sudoeste,Cambissolo Háplico eutrófico,650.0,26.50193396226415,16.623207547169812,21.24731132075472,84.99127358490567,0.07731132075471699,19.67990566037736,1603.87,0.7730873820754717,1000.0,3000.0,50.0
Nova Esperança do Sudoeste,03/04,Sudoeste,Cambissolo Háplico eutrófico,650.0,27.27962441314554,15.085821596244132,20.821220657276996,77.93619718309859,0.08835680751173709,22.41638497652582,1215.75,0.7163535993740219,2000.0,4000.0,33.33
Nova Esperança do Sudoeste,04/05,Sudoeste,Cambissolo Háplico eutrófico,650.0,28.009056603773587,15.962547169811321,21.5625,78.03212264150945,0.09037735849056604,21.41193396226415,977.43,0.7121792452830189,2300.0,2576.0,18.67
Nova Esperança do Sudoeste,05/06,Sudoeste,Cambissolo Háplico eutrófico,650.0,27.277830188679243,16.007264150943396,21.27183962264151,79.5668396226415,0.08325471698113207,20.625235849056605,1052.71,0.7138398191823898,1550.0,2800.0,30.11
Nova Esperança do Sudoeste,06/07,Sudoeste,Cambissolo Háplico eutrófico,650.0,29.134999999999998,17.148396226415095,22.657783018867924,75.53349056603774,0.08877358490566038,20.624056603773585,991.7,0.7290020440251572,1450.0,4275.0,49.14
Nova Esperança do Sudoeste,07/08,Sudoeste,Cambissolo Háplico eutrófico,650.0,29.14507042253521,16.33638497652582,22.19568075117371,74.18774647887324,0.07267605633802818,20.933661971830986,763.24,0.7285908059467918,1400.0,3920.0,46.67
Nova Esperança do Sudoeste,08/09,Sudoeste,Cambissolo Háplico eutrófico,650.0,27.825,15.826698113207549,21.36570754716981,77.0902358490566,0.07754716981132076,21.554103773584906,876.07,0.7119498820754716,1500.0,3750.0,41.67
Nova Esperança do Sudoeste,09/10,Sudoeste,Cambissolo Háplico eutrófico,650.0,27.03179245283019,17.576509433962265,21.971650943396224,85.07674528301887,0.07372641509433962,19.33929245283019,1500.82,0.7587381289308176,2300.0,6700.0,48.55
Nova Esperança do Sudoeste,10/11,Sudoeste,Cambissolo Háplico eutrófico,650.0,26.7488679245283,16.056367924528303,21.054481132075473,81.76896226415094,0.0799056603773585,20.022311320754714,1411.6200000000001,0.7333537342767296,2100.0,7350.0,58.33
Nova Esperança do Sudoeste,11/12,Sudoeste,Cambissolo Háplico eutrófico,650.0,28.01676056338028,15.373849765258216,21.266619718309858,74.73929577464789,0.08535211267605633,22.59530516431925,822.92,0.7077610719874804,2000.0,4000.0,33.33
Nova Esperança do Sudoeste,12/13,Sudoeste,Cambissolo Háplico eutrófico,650.0,29.21632075471698,16.850330188679244,22.551462264150942,73.84915094339622,0.08334905660377359,20.546462264150946,850.06,0.7312666273584906,2050.0,6260.0,50.89
Nova Esperança do Sudoeste,13/14,Sudoeste,Cambissolo Háplico eutrófico,650.0,28.01132075471698,16.43047169811321,21.81122641509434,77.94155660377359,0.07514150943396226,21.06495283018868,944.3,0.7189092374213837,2150.0,5965.0,46.24
Nova Esperança do Sudoeste,14/15,Sudoeste,Cambissolo Háplico eutrófico,650.0,28.297311320754716,17.3988679245283,22.460330188679247,79.28141509433962,0.08490566037735849,20.402358490566037,830.9,0.7389286163522012,2420.0,7730.0,53.24
Nova Esperança do Sudoeste,15/16,Sudoeste,Cambissolo Háplico eutrófico,650.0,27.398215962441313,17.76507042253521,22.152065727699533,83.62225352112677,0.07605633802816901,17.907276995305164,1371.5,0.7411104460093897,2550.0,8340.0,54.51
Nova Esperança do Sudoeste,16/17,Sudoeste,Cambissolo Háplico eutrófico,650.0,26.68509433962264,15.97429245283019,21.006462264150944,81.81037735849057,0.08863207547169812,21.163679245283017,1137.14,0.7215766509433962,2300.0,8970.0,65.0
Nova Esperança do Sudoeste,17/18,Sudoeste,Cambissolo Háplico eutrófico,650.0,27.39353773584906,16.637830188679246,21.723066037735848,81.28551886792452,0.08764150943396228,20.05377358490566,1570.44,0.737082036163522,1500.0,5400.0,60.0
Nova Esperança do Sudoeste,18/19,Sudoeste,Cambissolo Háplico eutrófico,650.0,27.585990566037733,17.072830188679244,21.99174528301887,81.3620754716981,0.09056603773584905,19.986084905660377,1166.19,0.7573235849056604,1700.0,4930.0,48.33
Nova Esperança do Sudoeste,19/20,Sudoeste,Cambissolo Háplico eutrófico,650.0,30.10070422535211,16.997042253521126,23.034178403755867,71.50558685446009,0.0907981220657277,21.198450704225355,796.15,0.720416627543036,1800.0,7560.0,70.0
Nova Esperança do Sudoeste,20/21,Sudoeste,Cambissolo Háplico eutrófico,650.0,29.86830188679245,16.967594339622643,22.822783018867927,72.63183962264151,0.1029245283018868,20.98188679245283,725.51,0.7040087264150944,1950.0,7800.0,66.67
Nova Esperança do Sudoeste,21/22,Sudoeste,Cambissolo Háplico eutrófico,650.0,30.218537735849058,16.959622641509434,23.147924528301886,70.4456603773585,0.08669811320754717,21.924292452830187,956.78,0.7099129323899371,2450.0,2205.0,15.0
Nova Esperança do Sudoeste,22/23,Sudoeste,Cambissolo Háplico eutrófico,650.0,26.653443396226415,15.628820754716982,20.82429245283019,80.24099056603774,0.10056603773584906,20.757311320754717,1165.79,0.7186771619496855,2900.0,11600.0,66.67
Nova Esperança do Sudoeste,23/24,Sudoeste,Cambissolo Háplico eutrófico,650.0,28.651079812206575,18.223427230046948,23.039154929577464,81.97098591549296,0.07178403755868545,19.77755868544601,1461.04,0.7276828247261345,2900.0,9280.0,53.33
Nova Esperança do Sudoeste,99/00,Sudoeste,Cambissolo Háplico eutrófico,650.0,28.285500000000003,17.785666666666668,22.552500000000002,80.51383333333334,0.10533333333333333,20.91916666666667,297.82,0.7766941666666667,150.0,345.0,38.33
Pinhal de São Bento,00/01,Sudoeste,Cambissolo Háplico eutrófico,550.0,26.997688679245282,17.750943396226415,22.175943396226415,83.1286320754717,0.18712264150943397,20.09745283018868,1389.44,0.7276945754716981,300.0,960.0,53.33
Pinhal de São Bento,01/02,Sudoeste,Cambissolo Háplico eutrófico,550.0,27.775660377358488,17.368867924528303,22.361792452830187,77.58811320754717,0.1790566037735849,21.002877358490565,1004.96,0.7088823113207547,400.0,1040.0,43.33
Pinhal de São Bento,02/03,Sudoeste,Cambissolo Háplico eutrófico,550.0,26.329056603773587,17.808443396226416,21.927877358490566,85.63080188679245,0.18509433962264152,19.297641509433962,1587.17,0.7493593553459119,600.0,1740.0,48.33
Pinhal de São Bento,03/04,Sudoeste,Cambissolo Háplico eutrófico,550.0,28.160610328638498,16.70586854460094,22.20169014084507,73.65004694835682,0.18788732394366198,22.026948356807512,1195.94,0.6814466353677622,800.0,1600.0,33.33
Pinhal de São Bento,04/05,Sudoeste,Cambissolo Háplico eutrófico,550.0,28.84759433962264,17.50632075471698,22.9527358490566,73.29886792452831,0.18537735849056602,21.40806603773585,884.61,0.6863753537735848,1160.0,1334.0,19.17
Pinhal de São Bento,05/06,Sudoeste,Cambissolo Háplico eutrófico,550.0,27.798915094339623,17.324056603773585,22.32952830188679,76.35962264150943,0.18080188679245282,20.53438679245283,1009.98,0.7226126572327044,800.0,1704.0,35.5
Pinhal de São Bento,06/07,Sudoeste,Cambissolo Háplico eutrófico,550.0,29.139009433962265,18.41561320754717,23.506650943396227,74.52735849056603,0.18910377358490568,20.668301886792456,1054.4,0.7534751572327043,800.0,2400.0,50.0
Pinhal de São Bento,07/08,Sudoeste,Cambissolo Háplico eutrófico,550.0,29.948732394366196,17.89455399061033,23.55380281690141,69.44206572769953,0.18089201877934272,20.747840375586854,762.62,0.6909866588419405,600.0,1680.0,46.67
Pinhal de São Bento,08/09,Sudoeste,Cambissolo Háplico eutrófico,550.0,28.93797169811321,17.360613207547168,22.820518867924527,71.84698113207547,0.18547169811320754,21.111037735849056,812.47,0.7243655660377359,660.0,1188.0,30.0
Pinhal de São Bento,09/10,Sudoeste,Cambissolo Háplico eutrófico,550.0,26.741179245283018,18.616981132075473,22.516556603773587,86.23490566037735,0.18754716981132075,19.03938679245283,1563.43,0.7450148191823899,900.0,2905.0,53.8
Pinhal de São Bento,10/11,Sudoeste,Cambissolo Háplico eutrófico,550.0,26.91004716981132,17.25070754716981,21.87259433962264,80.50514150943397,0.1894811320754717,19.727028301886794,1367.76,0.7388433962264151,900.0,3060.0,56.67
Pinhal de São Bento,11/12,Sudoeste,Cambissolo Háplico eutrófico,550.0,28.945258215962443,17.022394366197183,22.693802816901407,69.77455399061033,0.17929577464788732,22.55244131455399,812.1999999999999,0.6695503129890453,800.0,1520.0,31.67
Pinhal de São Bento,12/13,Sudoeste,Cambissolo Háplico eutrófico,550.0,29.65132075471698,18.263584905660377,23.639150943396228,70.93622641509434,0.19122641509433963,20.294009433962263,878.03,0.7169318396226415,900.0,2710.0,50.19
Pinhal de São Bento,13/14,Sudoeste,Cambissolo Háplico eutrófico,550.0,28.590660377358493,17.912499999999998,22.964858490566037,74.59669811320755,0.19099056603773587,21.02240566037736,977.77,0.7235478773584907,1300.0,3760.0,48.21
Pinhal de São Bento,14/15,Sudoeste,Cambissolo Háplico eutrófico,550.0,28.18877358490566,18.674009433962265,23.221650943396224,79.04896226415094,0.18396226415094338,20.173160377358492,980.54,0.7216740172955974,1200.0,4200.0,58.33
Pinhal de São Bento,15/16,Sudoeste,Cambissolo Háplico eutrófico,550.0,27.36319248826291,18.893051643192486,22.886854460093893,83.22399061032863,0.18718309859154927,17.674084507042252,1407.47,0.7511391627543036,1900.0,6555.0,57.5
Pinhal de São Bento,16/17,Sudoeste,Cambissolo Háplico eutrófico,550.0,27.46816037735849,17.32938679245283,22.154245283018867,78.38000000000001,0.18816037735849056,21.154009433962262,1071.92,0.7126166273584905,1800.0,7020.0,65.0
Pinhal de São Bento,17/18,Sudoeste,Cambissolo Háplico eutrófico,550.0,27.641037735849054,17.91193396226415,22.6025,79.91490566037736,0.194811320754717,20.082264150943395,1624.74,0.7299650943396226,1800.0,6480.0,60.0
Pinhal de São Bento,18/19,Sudoeste,Cambissolo Háplico eutrófico,550.0,27.9861320754717,18.26561320754717,22.904528301886792,79.40551886792453,0.1957547169811321,19.842075471698116,1174.94,0.7329857704402516,1800.0,5940.0,55.0
Pinhal de São Bento,19/20,Sudoeste,Cambissolo Háplico eutrófico,550.0,30.829812206572768,18.531549295774646,24.312253521126763,67.35976525821596,0.19492957746478876,21.33516431924883,810.55,0.7325142018779343,1900.0,7410.0,65.0
Pinhal de São Bento,20/21,Sudoeste,Cambissolo Háplico eutrófico,550.0,30.476603773584905,18.320141509433963,23.96735849056604,68.84221698113207,0.20617924528301887,20.90679245283019,754.98,0.7233900943396226,2100.0,7770.0,61.67
Pinhal de São Bento,21/22,Sudoeste,Cambissolo Háplico eutrófico,550.0,30.709575471698116,18.47132075471698,24.29801886792453,66.85778301886792,0.20004716981132079,21.78292452830189,969.19,0.7114064858490566,2320.0,2796.0,20.09
Pinhal de São Bento,22/23,Sudoeste,Cambissolo Háplico eutrófico,550.0,26.773254716981132,16.775896226415092,21.64179245283019,79.14306603773586,0.19429245283018867,21.2,1156.16,0.719818003144654,2450.0,9445.0,64.25
Pinhal de São Bento,23/24,Sudoeste,Cambissolo Háplico eutrófico,550.0,28.720938967136153,19.47319248826291,23.870610328638495,80.84830985915492,0.18056338028169014,19.298403755868545,1432.86,0.7018347417840376,2450.0,9065.0,61.67
Pinhal de São Bento,99/00,Sudoeste,Cambissolo Háplico eutrófico,550.0,29.210333333333335,19.15083333333333,23.838166666666666,76.86200000000001,0.18133333333333335,20.273000000000003,286.25,0.7827875,300.0,750.0,41.67
Wenceslau Braz,00/01,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,28.2363679245283,17.286603773584908,22.23193396226415,77.7857075471698,0.09433962264150944,20.663962264150946,1135.04,0.5988153301886793,410.0,984.0,40.0
Wenceslau Braz,01/02,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,28.145943396226414,16.63009433962264,21.881415094339623,75.68924528301888,0.08981132075471698,20.991981132075473,1003.43,0.5782139150943396,757.0,2271.0,50.0
Wenceslau Braz,02/03,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,28.682169811320755,17.38731132075472,22.517405660377356,76.03712264150944,0.09811320754716982,20.242830188679246,1103.26,0.6139739779874214,780.0,2496.0,53.33
Wenceslau Braz,03/04,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,28.242159624413144,15.945258215962442,21.56507042253521,73.03413145539906,0.09793427230046949,20.868920187793428,941.67,0.587393427230047,2000.0,6000.0,50.0
Wenceslau Braz,04/05,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,28.867735849056604,16.599150943396225,22.276839622641507,72.03377358490566,0.10561320754716981,20.37617924528302,815.0,0.5328253537735849,3043.0,8079.0,44.25
Wenceslau Braz,05/06,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,27.905896226415095,16.720566037735846,21.834669811320754,77.52646226415095,0.09103773584905661,19.50627358490566,1042.67,0.6053164701257862,2821.0,9125.94,53.92
Wenceslau Braz,06/07,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,28.297877358490563,17.034669811320754,22.201509433962265,76.12051886792453,0.09966981132075471,20.431037735849056,1090.18,0.592622641509434,4000.0,13388.0,55.78
Wenceslau Braz,07/08,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,28.857276995305167,16.830798122065726,22.309953051643195,72.98516431924882,0.09680751173708921,20.285399061032862,897.2,0.5412130672926447,5000.0,17355.0,57.85
Wenceslau Braz,08/09,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,28.123396226415093,16.35995283018868,21.71457547169811,74.63655660377358,0.09716981132075472,20.408301886792454,914.57,0.5340839622641509,5500.0,17325.0,52.5
Wenceslau Braz,09/10,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,27.168915094339624,17.892971698113207,22.140047169811318,83.4138679245283,0.0985377358490566,18.93985849056604,1560.33,0.5435238207547171,8500.0,28050.0,55.0
Wenceslau Braz,10/11,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,27.269716981132078,16.557169811320755,21.40264150943396,79.23957547169812,0.09103773584905661,19.674292452830187,1006.8,0.5270420990566038,9000.0,33300.0,61.67
Wenceslau Braz,11/12,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,28.785962441314553,15.95300469483568,21.857605633802816,70.71610328638498,0.09356807511737089,22.06830985915493,796.85,0.5004185446009389,9000.0,33471.0,61.98
Wenceslau Braz,12/13,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,29.152924528301888,17.184056603773584,22.59896226415094,73.06490566037736,0.10231132075471698,20.1127358490566,915.46,0.48974599056603774,11000.0,38500.0,58.33
Wenceslau Braz,13/14,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,28.395707547169813,16.76372641509434,22.152358490566037,74.08915094339622,0.10745283018867925,20.93825471698113,892.09,0.49862936320754714,14500.0,32349.5,37.18
Wenceslau Braz,14/15,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,28.53311320754717,17.35452830188679,22.386650943396226,75.68415094339623,0.10349056603773585,20.782971698113208,982.0,0.4914485062893082,14500.0,50315.0,57.83
Wenceslau Braz,15/16,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,27.573474178403753,17.976103286384976,22.32549295774648,82.42901408450705,0.10032863849765258,18.501737089201878,1533.69,0.5049881064162755,15000.0,51000.0,56.67
Wenceslau Braz,16/17,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,27.735896226415097,16.817264150943398,21.78933962264151,77.75367924528301,0.0969811320754717,20.609009433962264,814.07,0.566128537735849,15500.0,58900.0,63.33
Wenceslau Braz,17/18,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,27.947122641509434,17.107877358490565,22.056603773584907,77.82509433962264,0.10231132075471698,20.01679245283019,1284.83,0.5346042452830189,18700.0,71808.0,64.0
Wenceslau Braz,18/19,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,28.866886792452828,17.569764150943396,22.741650943396223,75.56146226415095,0.10084905660377358,20.7813679245283,981.58,0.5437778694968554,18700.0,66759.0,59.5
Wenceslau Braz,19/20,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,30.46380281690141,17.26769953051643,23.280610328638495,69.19985915492957,0.09568075117370892,20.83525821596244,815.51,0.534971048513302,18200.0,69160.0,63.33
Wenceslau Braz,20/21,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,30.460518867924527,17.428962264150943,23.348160377358493,69.04599056603773,0.11075471698113208,21.299575471698112,642.29,0.5756804245283019,18700.0,72930.0,65.0
Wenceslau Braz,21/22,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,30.014764150943396,17.13320754716981,22.97801886792453,70.22990566037736,0.10132075471698114,21.34896226415094,848.65,0.5683115566037736,18700.0,68255.0,60.83
Wenceslau Braz,22/23,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,27.239150943396226,16.30311320754717,21.287830188679248,77.50712264150943,0.09726415094339623,19.564716981132076,969.0500000000001,0.5308615959119497,16500.0,65670.0,66.33
Wenceslau Braz,23/24,Norte,Argissolo Vermelho-Amarelo distrófico,841.0,31.198920187793426,18.46338028169014,24.32361502347418,69.63948356807511,0.1052112676056338,20.93037558685446,770.25,0.48995907668231614,16200.0,39690.0,40.83
